   168,   24,    5
   169,   12,  -12
   170,   26,    3
   171,   -6,  -12
   172,  -24,    8
   173,  -14,   11
   174,   25,    7
   175,   -7,   12
   176,  -17,   10
   177,   19,   -9
   178,   -5,   14
   179,   21,   -8
   180,   23,   -5
   181,   16,   10
   182,  -22,    5
   183,  -26,    4
   184,  -16,   12
   185,  -11,   13
   186,  -26,    2
   187,    8,   12
   188,  -24,   -6
   189,  -19,    8
   190,   11,   12
   191,  -24,    6
   192,   -9,  -12
   193,    8,  -12
   194,   14,  -11
   195,  -16,  -10
   196,   -8,   14
   197,  -26,   -4
   198,    1,  -14
   199,   -8,  -14
   200,  -20,   10
   201,   25,   -4
   202,   28,    0
   203,   21,  -10
   204,    8,   14
   205,   -4,   12
   206,   10,  -13
   207,  -24,    1
   208,   27,   -5
   209,   18,    8
   210,  -19,   -9
   211,  -16,  -12
   212,   16,   15
   213,   23,  -12
   214,   -4,  -17
   215,   32,   -4
   216,   29,    7
   217,   11,  -16
   218,   30,    2
   219,   32,    0
   220,   -2,   17
   221,   28,    9
   222,   32,    5
   223,   20,   13
   224,  -12,  -14
   225,   27,  -10
   226,  -16,   14
   227,  -12,  -16
   228,  -19,  -14
   229,    4,   16
   230,  -24,   10
   231,  -24,  -11
   232,  -22,   12
   233,   32,   -2
   234,   23,    9
   235,   22,   11
   236,   12,   14
   237,   -7,  -16
   238,  -16,  -15
   239,  -19,   14
   240,   -1,  -16
   241,   14,  -15
   242,   33,    2
   243,    3,  -16
   244,  -12,   16
   245,   17,  -13
   246,   24,   -9
   247,   -6,   16
   248,  -26,   -9
   249,    1,   16
   250,   -9,   16
   251,   30,   -7
   252,   17,   13
   253,   12,   16
   254,    8,   16
   255,  -26,   -7
   256,  -22,  -13
   257,  -19,   12
   258,   25,   11
   259,    7,  -16
   260,   14,  -13
   261,   20,  -13
   262,    1,  -17
   263,   37,    1
   264,   35,   -2
   265,   36,   -7
   266,   11,   18
   267,   31,   10
   268,   34,   -9
   269,  -25,   13
   270,   28,  -13
   271,    8,   18
   272,  -22,  -15
   273,   38,    4
   274,   13,  -18
   275,   14,   18
   276,  -22,   15
   277,    0,  -19
   278,   22,   15
   279,    3,   19
   280,   -7,   19
   281,   27,   14
   282,   19,  -16
   283,   22,  -15
   284,  -10,  -19
   285,   -4,  -19
   286,  -26,  -14
   287,    4,  -18
   288,   34,    7
   289,    8,  -19
   290,   38,   -3
   291,  -15,  -18
   292,  -13,   18
   293,   35,   -5
   294,   31,  -10
   295,   25,  -15
   296,   19,   17
   297,  -10,   18
   298,  -18,   16
   299,   24,   13
   300,   34,    9
   301,  -18,  -17
   302,   -1,   19
   303,   38,   -1
   304,   29,   12
   305,   19,   15
   306,  -25,   15
   307,   -4,   19
   308,   35,    5
   309,   33,   -7
   310,   -7,  -18
   311,   42,   -5
   312,  -26,  -17
   313,   34,  -14
   314,   19,   20
   315,   27,   16
   316,  -16,   18
   317,   14,   21
   318,   22,   19
   319,    2,   21
   320,   32,   14
   321,  -21,   19
   322,   -3,  -21
   323,   41,    3
   324,   39,   10
   325,   31,  -13
   326,   16,  -18
   327,   43,   -2
   328,  -22,  -18
   329,    9,  -21
   330,   36,  -12
   331,   15,  -20
   332,   36,   11
   333,  -22,   17
   334,   -7,  -21
   335,   22,  -18
   336,  -11,  -21
   337,    5,  -22
   338,   40,    7
   339,  -15,   20
   340,   -8,   21
   341,  -19,  -20
   342,   -3,   21
   343,    0,  -22
   344,   10,   20
   345,   40,    1
   346,   40,   -7
   347,  -11,   20
   348,  -25,   18
   349,   29,  -16
   350,   24,   17
   351,   38,   -9
   352,   42,    5
   353,   26,  -17
   354,  -14,  -20
   355,    6,   20
   356,   35,   13
   357,   16,   23
   358,   39,   14
   359,   41,  -13
   360,   28,   18
   361,   -5,   23
   362,   36,  -16
   363,  -18,   22
   364,   48,    3
   365,    8,   23
   366,   34,   16
   367,   -9,   24
   368,  -13,   22
   369,   31,  -19
   370,  -16,  -23
   371,  -21,  -22
   372,    1,   24
   373,   31,   17
   374,   48,   -1
   375,  -25,  -21
   376,   -6,  -24
   377,   21,   22
   378,    7,  -24
   379,   13,  -22
   380,   24,   21
   381,   45,    6
   382,  -12,  -23
   383,   43,   -8
   384,   17,  -22
   385,    2,  -24
   386,   12,   24
   387,   43,   10
   388,  -24,   21
   389,   25,  -19
   390,   41,  -10
   391,   47,   -6
   392,   21,  -21
   393,   46,    1
   394,   45,   -4
   395,    4,   23
   396,   41,   12
   397,   10,  -23
   398,   -2,  -24
   399,   33,  -17
   400,   47,   -9
   401,   50,    8
   402,   -6,   26
   403,   28,   21
   404,  -21,   25
   405,   35,  -20
   406,   -8,  -27
   407,   42,  -16
   408,  -16,  -26
   409,   51,   -6
   410,   36,   19
   411,   48,   12
   412,   52,   -3
   413,   -2,   25
   414,   -1,  -27
   415,  -17,   25
   416,   16,  -25
   417,    4,   27
   418,   53,    2
   419,    8,   27
   420,   25,   24
   421,   27,  -21
   422,   44,  -11
   423,   38,  -18
   424,   16,   26
   425,   43,   15
   426,    4,  -26
   427,   41,   17
   428,   33,   21
   429,  -26,   23
   430,  -12,   25
   431,  -21,  -25
   432,  -25,  -24
   433,   52,    5
   434,   51,    0
   435,  -10,  -25
   436,   24,  -24
   437,    9,  -26
   438,   46,    9
   439,   48,  -12
   440,    6,   25
   441,   21,   25
   442,    0,   27
   443,   20,  -25
   444,   45,   21
   445,   48,   15
   446,   46,  -17
   447,   54,    9
   448,   54,   -9
   449,   45,  -20
   450,  -12,  -27
   451,   53,  -13
   452,   33,  -27
   453,   61,    6
   454,   42,   23
   455,   17,  -29
   456,   51,  -17
   457,    0,   31
   458,   38,  -25
   459,   62,   -1
   460,   -3,  -30
   461,   56,   14
   462,  -10,  -29
   463,  -20,  -28
   464,   10,   30
   465,   55,    0
   466,  -15,  -29
   467,    6,   31
   468,   62,   -4
   469,   27,   28
   470,   49,   19
   471,   31,   27
   472,   52,   12
   473,   30,  -23
   474,    7,  -28
   475,   31,   24
   476,   60,    3
   477,  -24,  -29
   478,   59,    9
   479,   14,   28
   480,   58,  -11
   481,   56,   -3
   482,  -26,   29
   483,   56,    5
   484,   19,   29
   485,   -8,   30
   486,   35,   26
   487,    6,  -31
   488,   29,  -26
   489,  -14,   28
   490,   42,  -23
   491,  -10,   27
   492,    2,  -31
   493,   11,  -28
   494,   14,  -31
   495,  -21,   29
   496,   10,  -31
   497,  -15,   31
   498,   53,   17
   499,   39,   25
   500,   59,   -6
   501,   24,  -27
   502,   55,   -6
   503,   35,  -23
   504,   23,   29
   505,   38,   21
   506,  -25,   26
   507,   -3,   29
   508,   39,  -21
   509,   14,   31
   510,   35,   23
   511,   21,  -29
   512,   45,   18
   513,   -7,  -31
   514,   49,  -20
   515,   48,  -15
   516,   56,   11
   517,    4,  -29
   518,   58,   -1
   519,   -6,   -3
   520,   -6,   -2
   521,   -6,   -1
   522,   -6,    0
   523,   -6,    1
   524,   -6,    3
   525,   -5,   -4
   526,   -5,   -3
   527,   -5,   -1
   528,   -5,    0
   529,   -5,    1
   530,   -5,    2
   531,   -5,    3
   532,   -4,   -5
   533,   -4,   -4
   534,   -4,   -3
   535,   -4,   -2
   536,   -4,   -1
   537,   -4,    1
   538,   -4,    2
   539,   -4,    3
   540,   -4,    4
   541,   -4,    5
   542,   -3,   -6
   543,   -3,   -5
   544,   -3,   -3
   545,   -3,   -2
   546,   -3,   -1
   547,   -3,    0
   548,   -3,    1
   549,   -3,    3
   550,   -3,    4
   551,   -3,    5
   552,   -3,    6
   553,   -2,   -6
   554,   -2,   -5
   555,   -2,   -4
   556,   -2,   -3
   557,   -2,   -1
   558,   -2,    0
   559,   -2,    1
   560,   -2,    2
   561,   -2,    3
   562,   -2,    5
   563,   -2,    6
   564,   -1,   -5
   565,   -1,   -4
   566,   -1,   -3
   567,   -1,   -2
   568,   -1,   -1
   569,   -1,    1
   570,   -1,    2
   571,   -1,    3
   572,   -1,    4
   573,   -1,    5
   574,    0,   -7
   575,    0,   -6
   576,    0,   -5
   577,    0,   -3
   578,    0,   -2
   579,    0,   -1
   580,    0,    0
   581,    0,    1
   582,    0,    3
   583,    0,    4
   584,    0,    5
   585,    0,    6
   586,    0,    7
   587,    1,   -6
   588,    1,   -5
   589,    1,   -4
   590,    1,   -3
   591,    1,   -1
   592,    1,    0
   593,    1,    1
   594,    1,    2
   595,    1,    3
   596,    1,    5
   597,    1,    6
   598,    2,   -5
   599,    2,   -4
   600,    2,   -3
   601,    2,   -2
   602,    2,   -1
   603,    2,    1
   604,    2,    2
   605,    2,    3
   606,    2,    4
   607,    2,    5
   608,    3,   -6
   609,    3,   -5
   610,    3,   -3
   611,    3,   -2
   612,    3,   -1
   613,    3,    0
   614,    3,    1
   615,    3,    3
   616,    3,    4
   617,    3,    5
   618,    3,    6
   619,    4,   -5
   620,    4,   -4
   621,    4,   -3
   622,    4,   -1
   623,    4,    0
   624,    4,    1
   625,    4,    2
   626,    4,    3
   627,    4,    5
   628,    5,   -4
   629,    5,   -3
   630,    5,   -2
   631,    5,   -1
   632,    5,    1
   633,    5,    2
   634,    5,    3
   635,    5,    4
   636,    6,   -3
   637,    6,   -2
   638,    6,   -1
   639,    6,    0
   640,    6,    1
   641,    6,    3
   642,    7,    0
